id,timestamp,sourceIp,destinationIp,destinationPort,protocol,flowDuration,totalFwdPackets,totalBwdPackets,flowBytesPerSecond,flowPacketsPerSecond,packetLengthMean,fwdPacketLengthMean,synFlagCount,ackFlagCount,finFlagCount,rstFlagCount
AL-0439,14/02/2018 03:04:09,unknown-source,unknown-destination,60368,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0440,14/02/2018 09:34:40,unknown-source,unknown-destination,443,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0441,14/02/2018 02:48:31,unknown-source,unknown-destination,56146,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0442,14/02/2018 08:38:03,unknown-source,unknown-destination,445,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0443,14/02/2018 01:35:03,unknown-source,unknown-destination,51442,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0444,14/02/2018 11:48:17,unknown-source,unknown-destination,53,UDP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0445,14/02/2018 11:28:22,unknown-source,unknown-destination,53,UDP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0446,14/02/2018 11:37:30,unknown-source,unknown-destination,23,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0447,14/02/2018 11:44:36,unknown-source,unknown-destination,51408,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0448,14/02/2018 01:21:06,unknown-source,unknown-destination,51280,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0449,14/02/2018 10:29:30,unknown-source,unknown-destination,50709,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0450,14/02/2018 08:51:36,unknown-source,unknown-destination,49431,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0451,14/02/2018 11:41:44,unknown-source,unknown-destination,2390,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0452,14/02/2018 09:15:26,unknown-source,unknown-destination,53,UDP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0453,14/02/2018 09:19:43,unknown-source,unknown-destination,49897,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0454,14/02/2018 10:39:18,unknown-source,unknown-destination,3389,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0455,14/02/2018 10:58:10,unknown-source,unknown-destination,443,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0456,14/02/2018 01:18:19,unknown-source,unknown-destination,53,UDP,920000,4,3,280,3,77,62,0,2,0,0
AL-0457,14/02/2018 09:15:31,unknown-source,unknown-destination,443,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0458,14/02/2018 11:17:22,unknown-source,unknown-destination,80,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0459,14/02/2018 01:04:49,unknown-source,unknown-destination,53,UDP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0460,14/02/2018 09:20:47,unknown-source,unknown-destination,3389,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0461,14/02/2018 09:24:28,unknown-source,unknown-destination,53,UDP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0462,14/02/2018 12:51:15,unknown-source,unknown-destination,443,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0463,14/02/2018 09:10:17,unknown-source,unknown-destination,80,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0464,14/02/2018 10:47:44,unknown-source,unknown-destination,443,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0465,14/02/2018 11:21:23,unknown-source,unknown-destination,53,UDP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0466,14/02/2018 09:24:27,unknown-source,unknown-destination,3389,TCP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0467,14/02/2018 10:59:23,unknown-source,unknown-destination,80,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0468,14/02/2018 09:22:36,unknown-source,unknown-destination,49914,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0469,14/02/2018 09:15:32,unknown-source,unknown-destination,49977,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0470,14/02/2018 12:21:27,unknown-source,unknown-destination,445,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0471,14/02/2018 09:38:22,unknown-source,unknown-destination,80,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0472,14/02/2018 10:54:30,unknown-source,unknown-destination,53,UDP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0473,14/02/2018 11:22:29,unknown-source,unknown-destination,53,UDP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0474,14/02/2018 12:44:05,unknown-source,unknown-destination,62385,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0475,14/02/2018 10:27:35,unknown-source,unknown-destination,80,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0476,14/02/2018 08:56:34,unknown-source,unknown-destination,3389,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0477,14/02/2018 11:21:23,unknown-source,unknown-destination,53,UDP,920000,4,3,280,3,77,62,0,2,0,0
AL-0478,14/02/2018 01:04:46,unknown-source,unknown-destination,443,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0479,14/02/2018 09:23:18,unknown-source,unknown-destination,3389,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0480,14/02/2018 12:28:43,unknown-source,unknown-destination,50925,TCP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0481,14/02/2018 12:03:38,unknown-source,unknown-destination,80,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0482,14/02/2018 03:49:34,unknown-source,unknown-destination,445,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0483,14/02/2018 01:29:19,unknown-source,unknown-destination,53,UDP,800000,3,2,250,2,75,60,0,1,0,0
AL-0484,14/02/2018 09:42:28,unknown-source,unknown-destination,53,UDP,920000,4,3,280,3,77,62,0,2,0,0
AL-0485,14/02/2018 12:36:11,unknown-source,unknown-destination,80,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0486,14/02/2018 01:18:18,unknown-source,unknown-destination,80,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0487,14/02/2018 09:07:36,unknown-source,unknown-destination,80,TCP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0488,14/02/2018 08:44:49,unknown-source,unknown-destination,445,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0489,14/02/2018 08:32:47,unknown-source,unknown-destination,0,HOPOPT,1520000,3,2,430,4,87,72,0,1,0,0
AL-0490,14/02/2018 11:10:15,unknown-source,unknown-destination,80,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0491,14/02/2018 12:00:38,unknown-source,unknown-destination,80,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0492,14/02/2018 01:19:30,unknown-source,unknown-destination,80,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0493,14/02/2018 01:49:40,unknown-source,unknown-destination,80,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0494,14/02/2018 01:43:18,unknown-source,unknown-destination,7025,TCP,1280000,4,2,370,2,83,68,0,1,0,0
AL-0495,14/02/2018 01:26:39,unknown-source,unknown-destination,80,TCP,1400000,5,3,400,3,85,70,0,2,0,0
AL-0496,14/02/2018 09:41:39,unknown-source,unknown-destination,3389,TCP,1520000,3,2,430,4,87,72,0,1,0,0
AL-0497,14/02/2018 08:39:13,unknown-source,unknown-destination,443,TCP,800000,3,2,250,2,75,60,0,1,0,0
AL-0498,14/02/2018 10:27:30,unknown-source,unknown-destination,80,TCP,920000,4,3,280,3,77,62,0,2,0,0
AL-0499,14/02/2018 09:51:36,unknown-source,unknown-destination,443,TCP,1040000,5,2,310,4,79,64,0,1,0,0
AL-0500,14/02/2018 08:48:12,unknown-source,unknown-destination,49577,TCP,1160000,3,3,340,5,81,66,0,2,0,0
AL-0501,14/02/2018 10:35:09,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0502,14/02/2018 11:24:54,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0503,14/02/2018 11:56:28,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0504,14/02/2018 11:21:43,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0505,14/02/2018 10:47:07,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0506,14/02/2018 10:52:45,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0507,14/02/2018 11:18:42,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0508,14/02/2018 10:50:33,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0509,14/02/2018 02:02:39,unknown-source,unknown-destination,22,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0510,14/02/2018 11:50:00,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0511,14/02/2018 02:12:48,unknown-source,unknown-destination,22,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0512,14/02/2018 11:43:13,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0513,14/02/2018 11:50:54,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0514,14/02/2018 11:57:23,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0515,14/02/2018 10:57:31,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0516,14/02/2018 10:40:56,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0517,14/02/2018 10:58:06,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0518,14/02/2018 10:50:59,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0519,14/02/2018 11:14:55,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0520,14/02/2018 11:57:43,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0521,14/02/2018 11:46:31,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0522,14/02/2018 11:42:45,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0523,14/02/2018 11:26:29,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0524,14/02/2018 10:58:25,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0525,14/02/2018 10:37:35,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0526,14/02/2018 11:15:15,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0527,14/02/2018 10:39:29,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0528,14/02/2018 11:41:14,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0529,14/02/2018 10:37:35,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0530,14/02/2018 11:43:26,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0531,14/02/2018 11:57:45,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0532,14/02/2018 11:08:09,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0533,14/02/2018 11:56:00,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0534,14/02/2018 10:36:12,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0535,14/02/2018 11:39:10,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0536,14/02/2018 02:02:05,unknown-source,unknown-destination,22,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0537,14/02/2018 10:34:10,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0538,14/02/2018 11:27:05,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0539,14/02/2018 10:34:34,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0540,14/02/2018 10:48:53,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0541,14/02/2018 10:34:58,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0542,14/02/2018 02:17:31,unknown-source,unknown-destination,22,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0543,14/02/2018 11:59:29,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0544,14/02/2018 12:01:43,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0545,14/02/2018 11:58:15,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0546,14/02/2018 02:07:14,unknown-source,unknown-destination,22,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0547,14/02/2018 11:55:17,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0548,14/02/2018 11:02:49,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0549,14/02/2018 11:02:21,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0550,14/02/2018 10:52:21,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0551,14/02/2018 11:41:53,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0552,14/02/2018 11:02:43,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0553,14/02/2018 11:38:22,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0554,14/02/2018 11:34:37,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0555,14/02/2018 11:46:00,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0556,14/02/2018 10:55:21,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0557,14/02/2018 10:40:18,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0558,14/02/2018 11:10:27,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0559,14/02/2018 11:56:45,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0560,14/02/2018 11:19:14,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0561,14/02/2018 11:04:24,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0562,14/02/2018 10:59:24,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0563,14/02/2018 11:14:16,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0564,14/02/2018 11:22:07,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0565,14/02/2018 11:48:17,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0566,14/02/2018 10:41:52,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0567,14/02/2018 02:06:56,unknown-source,unknown-destination,22,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0568,14/02/2018 11:37:35,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0569,14/02/2018 11:35:05,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0570,14/02/2018 11:16:00,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0571,14/02/2018 11:26:24,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0572,14/02/2018 11:59:33,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0573,14/02/2018 02:06:03,unknown-source,unknown-destination,22,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0574,14/02/2018 02:05:40,unknown-source,unknown-destination,22,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0575,14/02/2018 10:58:37,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0576,14/02/2018 11:47:38,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0577,14/02/2018 11:21:12,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0578,14/02/2018 11:56:01,unknown-source,unknown-destination,21,TCP,1600000,18,2,2520,20,96,90,3,1,0,0
AL-0579,14/02/2018 11:15:39,unknown-source,unknown-destination,21,TCP,1700000,19,3,2600,21,97,91,4,2,0,0
AL-0580,14/02/2018 11:19:29,unknown-source,unknown-destination,21,TCP,1800000,20,2,2680,22,98,92,2,1,0,0
AL-0581,14/02/2018 11:11:35,unknown-source,unknown-destination,21,TCP,1200000,14,2,2200,16,92,86,2,1,0,0
AL-0582,14/02/2018 10:49:52,unknown-source,unknown-destination,21,TCP,1300000,15,3,2280,17,93,87,3,2,0,0
AL-0583,14/02/2018 10:34:20,unknown-source,unknown-destination,21,TCP,1400000,16,2,2360,18,94,88,4,1,0,0
AL-0584,14/02/2018 10:34:13,unknown-source,unknown-destination,21,TCP,1500000,17,3,2440,19,95,89,2,2,0,0
AL-0585,02/03/2018 03:26:37,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0586,02/03/2018 11:11:01,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0587,02/03/2018 01:34:24,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0588,02/03/2018 12:47:50,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0589,02/03/2018 11:34:52,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0590,02/03/2018 02:55:47,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0591,02/03/2018 10:48:25,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0592,02/03/2018 01:03:36,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0593,02/03/2018 02:24:21,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0594,02/03/2018 03:36:31,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0595,02/03/2018 03:47:35,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0596,02/03/2018 11:55:53,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0597,02/03/2018 11:29:17,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0598,02/03/2018 11:34:50,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0599,02/03/2018 01:50:46,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0600,02/03/2018 11:12:12,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0601,02/03/2018 10:42:17,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0602,02/03/2018 02:39:34,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0603,02/03/2018 03:47:24,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0604,02/03/2018 03:08:25,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0605,02/03/2018 02:43:13,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0606,02/03/2018 01:59:32,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0607,02/03/2018 01:28:04,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0608,02/03/2018 11:21:21,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0609,02/03/2018 11:30:49,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0610,02/03/2018 01:45:04,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0611,02/03/2018 03:43:15,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0612,02/03/2018 11:57:27,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0613,02/03/2018 10:44:46,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0614,02/03/2018 01:17:00,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0615,02/03/2018 10:53:22,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0616,02/03/2018 11:55:35,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0617,02/03/2018 10:56:13,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0618,02/03/2018 02:24:58,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0619,02/03/2018 03:42:06,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0620,02/03/2018 11:32:16,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0621,02/03/2018 02:32:45,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0622,02/03/2018 11:33:03,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0623,02/03/2018 10:48:17,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0624,02/03/2018 11:25:18,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0625,02/03/2018 02:11:33,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0626,02/03/2018 11:14:50,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0627,02/03/2018 11:28:27,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0628,02/03/2018 10:36:02,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0629,02/03/2018 10:47:13,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0630,02/03/2018 03:39:49,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0631,02/03/2018 10:18:36,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0632,02/03/2018 11:39:14,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0633,02/03/2018 11:21:36,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0634,02/03/2018 12:34:55,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0635,02/03/2018 10:47:05,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0636,02/03/2018 11:34:42,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0637,02/03/2018 03:50:29,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0638,02/03/2018 11:17:45,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0639,02/03/2018 02:06:48,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0640,02/03/2018 03:32:10,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0641,02/03/2018 11:48:16,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0642,02/03/2018 03:18:36,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0643,02/03/2018 12:40:18,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0644,02/03/2018 02:53:04,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0645,02/03/2018 11:06:45,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0646,02/03/2018 03:39:27,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0647,02/03/2018 11:13:00,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0648,02/03/2018 03:41:00,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0649,02/03/2018 02:19:34,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0650,02/03/2018 12:58:01,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0651,02/03/2018 03:43:15,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0652,02/03/2018 11:17:47,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0653,02/03/2018 11:17:37,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0654,02/03/2018 03:07:17,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0655,02/03/2018 03:42:58,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0656,02/03/2018 11:23:06,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0657,02/03/2018 11:01:52,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
